NAMES,REVIEWS,RATING
Royston Fernandes ,"

  Very nice television. Sound is okay but the picture quality is nice !

",5.0 out of 5 stars
Y.suribabu,"

  Very nice

",5.0 out of 5 stars
Darshan G.,"

  Good Tv on compatible price and running very well

",4.0 out of 5 stars
Asha,"

  Nice features with reasonable price🤗

",5.0 out of 5 stars
imshnt,"

  T. V.good but instalation is very bad

",4.0 out of 5 stars
prateek,"

  It has all the features as described.

",5.0 out of 5 stars
Mamta saxena,"

  Great purchase....great sound quality

",5.0 out of 5 stars
Rajeshtunga,"

  Excellent tv in this budget,go for it

",5.0 out of 5 stars
Amazon Customer,"

  Good tv and good qualityValue for money

",5.0 out of 5 stars
M.sridher,"

  Android software in that tv is not satisfied.

",4.0 out of 5 stars
rajan,"

  Product quality is good.Value for money

",4.0 out of 5 stars
Sudh,"

  Value for Money. Good Quality

",4.0 out of 5 stars
Piyush sahu,"

  super LED TV

",5.0 out of 5 stars
aniruddha mukherjee,"

  Good tv in best price

",4.0 out of 5 stars
P Siva Kumar,"

  Worthy for our money.

",5.0 out of 5 stars
anil,"

  A/v do not proper connecting

",1.0 out of 5 stars
Certified buyer,"

  Great for this price

",5.0 out of 5 stars
sandip mahapatra,"

  Amazing pictures quality & unbelievable sounds quality ..I give five star..

",5.0 out of 5 stars
Ankush Rambhau Londhe,"

  Sound quality not good, Otherwise ok

",4.0 out of 5 stars
Suryanarayana,"

  good product  worthy for this price.

",5.0 out of 5 stars
Abhishek M.,"

  Nice product and its really value for money.

",5.0 out of 5 stars
murtaza,"

  Web browser doesn't support, issues in voice

",1.0 out of 5 stars
Amazon Customer,"

  Good quality and sound is good at this price

",5.0 out of 5 stars
Mandar Gandhi,"

  Overall worth it...but sound quality need to

",4.0 out of 5 stars
Jagdish Chander,"

  Very slowly connectivity and not going voice

",2.0 out of 5 stars
Maneesh Singh,"

  Dolby  atmos work very well!

",4.0 out of 5 stars
MR. ISMAIL PANVELWALA,"

  Perfectly smart......

",5.0 out of 5 stars
Manoranjan kumar,"

  Such a great product

",5.0 out of 5 stars
Raj shekar,"

  Good product

",5.0 out of 5 stars
Hardev S.,"

  Good product

",5.0 out of 5 stars
Rahul kumar singh,"

  nice one

",4.0 out of 5 stars
Amazon Customer,"

  Superb product and value for money.

",5.0 out of 5 stars
Trushant Shimpi,"

  Sound output not is below average..

",3.0 out of 5 stars
senthilkumar,"

  at this price point this is good tv

",5.0 out of 5 stars
Fouedjeu Pierre Burrhus,"

  The product is good very easy to manipulate

",5.0 out of 5 stars
User,"

  Good option...grt picture quality and voice

",5.0 out of 5 stars
ravinder,"

  Tv is good but remote doesn’t work properly

",3.0 out of 5 stars
vijaykumar,"

  Picture quality super,connecting wifi fast.

",4.0 out of 5 stars
vinay,"

  Sound is breaking if we increase the volume

",3.0 out of 5 stars
Amazon Customer,"

  Good quality aal features working very good

",5.0 out of 5 stars
rajesh,"

  Good product... best price worth product...

",4.0 out of 5 stars
Chandramani yadav,"

  Good picture quality having smart features.

",5.0 out of 5 stars
mayank jain,"

  Superb picture quality,and awesome sound...

",5.0 out of 5 stars
Ganesh kotha,"

  Tv volume poor but tv performance excellent

",4.0 out of 5 stars
Pyar singh pundir,"

  Very nice TV.All features working perfectly

",5.0 out of 5 stars
Amazon Customer,"

  Very nice tv working good with all features

",5.0 out of 5 stars
Raghavendra,"

  picture quality is very good. good features

",5.0 out of 5 stars
Max,"

  it is worst product. full patches on sides.

",1.0 out of 5 stars
Chandrasekhar,"

  Budget tv with all features

",4.0 out of 5 stars
Ilyas Siddique,"

  Overall it is goodBest screen quality

",5.0 out of 5 stars
"S A P, Group's","

  Good product

",5.0 out of 5 stars
k.Tarakaram,"

  Good

",5.0 out of 5 stars
Bharath officer,"

  Nice

",4.0 out of 5 stars
Sottolla Madhusudhan,"

  Nice

",3.0 out of 5 stars
Sundesh Vijay,"

  Good

",4.0 out of 5 stars
NEEL,"

  Nice

",4.0 out of 5 stars
Lakshmaiah,"

  Nice

",3.0 out of 5 stars
Venkata Rajaiah,"

  Nice

",5.0 out of 5 stars
p Krishna kumari,"

  Ggvv

",5.0 out of 5 stars
Pandu,"

  Nice

",5.0 out of 5 stars
Amazon Customer,"

  super product

",5.0 out of 5 stars
Amazon Customer,"

  Excellent in budget

",5.0 out of 5 stars
SURYA KUMAR,"

  Super but low noise

",4.0 out of 5 stars
BetanabelliRaminaidu,"

  product is good smart TV picture is quality

",5.0 out of 5 stars
Ravi Jalihal,"

  I love this product....I am full happy with this product *****

",5.0 out of 5 stars
suraj,"

  No comments

",3.0 out of 5 stars
Karan,"

  How to Mira cast the TV ....  With redmi note 5pro

",3.0 out of 5 stars
Punit,"

  Sound quality is very very poor

",4.0 out of 5 stars
Vivek,"

  Tv is good but the sound quality is so so soo ...

",3.0 out of 5 stars
Dinesh Kumar,"

  Sound and picture quality  is best

",5.0 out of 5 stars
Nitish Kumar,"

  Very nice product this price range

",5.0 out of 5 stars
Amudan,"

  This TV is worthy, picture and voice quality is good,easy wifi connectivity,

",5.0 out of 5 stars
Pranit huge,"

  All features are good sound system is good

",4.0 out of 5 stars
Naveen Kamboj,"

  Great picture quality and sound experience

",5.0 out of 5 stars
Kalyan,"

  Picture quality is not hd but very nice tv

",5.0 out of 5 stars
kushang,"

  Gud

",5.0 out of 5 stars
naresh,"

  Don’t buy it worst

",1.0 out of 5 stars
Mahesh kumar,"

  After 1 month only sound and picture black

",1.0 out of 5 stars
vijayan,"

  Good

",5.0 out of 5 stars
svvnaveen,"

  Smart tv at low cost ,good support

",5.0 out of 5 stars
VISHAL ANAND,"

  Its a relly very nice product with all point.

",5.0 out of 5 stars
Santonu,"

  Voice recognition is not available

",5.0 out of 5 stars
Vijay,"

  Pictures quality good voice ok ok

",3.0 out of 5 stars
Rahul vashisht,"

  Picture and sound quality is best

",5.0 out of 5 stars
Amazon Customer,"

  Good features and picture quality

",5.0 out of 5 stars
sunil sharma,"

  No voice is there in TV since last 3 days

",1.0 out of 5 stars
Amazon Customer,"

  Good quality product at competitive price

",5.0 out of 5 stars
Rajaganapathi,"

  TV installation date fix soo long time...

",5.0 out of 5 stars
raj,"

  The product is good and up to the mark...

",5.0 out of 5 stars
diptimayee nayak,"

  Good Picture quality and inbuilt features

",5.0 out of 5 stars
Bhut Anil k,"

  Warranty period is too short only 1 year.

",4.0 out of 5 stars
Dv,"

  Very good quality product, happy with tv.

",5.0 out of 5 stars
Chandrasekhar reddy t,"

  where is voice recognition, where is mic.

",4.0 out of 5 stars
Umendra kumar Vishwakarma ,"

  This prize Over all good,

",4.0 out of 5 stars
pavanendra,"

  Picture quality is superb.. good tech support.. thank u ""Vu"".

",5.0 out of 5 stars
Rahul Ruhela,"

  I am very satisfied with with it. It works fine as well look wise awesome...

",5.0 out of 5 stars
krunalkumar  suthar,"

  It’s good product

",4.0 out of 5 stars
p.siddesh,"

  Great picture qualityGreat sound , surrounding nice.

",5.0 out of 5 stars
Amazon Customer,"

  Very good

",5.0 out of 5 stars
Prasad,"

  Very Good

",5.0 out of 5 stars
V.,"

  Very good

",5.0 out of 5 stars
J Chandra Sekhar,"

  picture quality not good.

",1.0 out of 5 stars
Amazon Customer,"

  Good tv but no voice recognition

",5.0 out of 5 stars
Venkat,"

  but audio and video is not clear

",1.0 out of 5 stars
Shaan,"

  Not apk App supportThis tv

",4.0 out of 5 stars
Pramod,"

  Voice recognition is not working

",5.0 out of 5 stars
Ankur S.,"

  Voice recognition is not working

",2.0 out of 5 stars
vishal R. kachariya,"

  Too good...more than expected...

",5.0 out of 5 stars
yogesh Phalke,"

  Casting mobile very smoothly and clearly

",5.0 out of 5 stars
chetan patel,"

  I didn't receive wall mount for this led

",1.0 out of 5 stars
rajasekhar Gopu,"

  Good picture quality and Value for Money

",5.0 out of 5 stars
Jeevankumar J,"

  Good tv with advanced features in budget

",5.0 out of 5 stars
Amit dubey,"

  It looks nice and run smoothly ..love it

",5.0 out of 5 stars
Vamshi Krishna Voddeti,"

  Good picture quality, sound and features

",5.0 out of 5 stars
Suresh salapu,"

  Low budget good features

",4.0 out of 5 stars
ramya,"

  Super. Good performance.

",5.0 out of 5 stars
sunny,"

  puiture quality not good

",4.0 out of 5 stars
Krupasindhu Pattanaik,"

  Chrome cast or other apps aren't updated

",4.0 out of 5 stars
kiran,"

  loved with sound

",5.0 out of 5 stars
Shravan,"

  Good

",5.0 out of 5 stars
Rajendra Sahu,"

  Good service Amazon original product 😊

",5.0 out of 5 stars
Dhaya,"

  All good

",5.0 out of 5 stars
D V PRABHAKARA RAO,"

  Super TV

",5.0 out of 5 stars
Subhasis Mohanty,"

  Enjoying

",4.0 out of 5 stars
Pranit Padave,"

  Nice product all feature is working very nicely i liked.

",5.0 out of 5 stars
Jitendra,"

  Awesome tv Amazon prime working

",5.0 out of 5 stars
Kakali Ray,"

  Tv Was amazing. It's picture was awesome

",5.0 out of 5 stars
prateek agrawal,"

  Nice product in this range ....

",5.0 out of 5 stars
Amazon Customer,"

  Nice picture quality, and sound

",4.0 out of 5 stars
rajesh,"

  Value for money..Must buy

",5.0 out of 5 stars
lokesh,"

  Super display and sound quality

",5.0 out of 5 stars
Rk Gupta,"

  installation work  is not done till now

",4.0 out of 5 stars
Amazon Customer,"

  Good if you have your own sound system.

",4.0 out of 5 stars
Vinay,"

  Great quality pictureClear sound.

",5.0 out of 5 stars
Amazon Customer,"

  Best product with good picture quality.

",5.0 out of 5 stars
Partha Dutta,"

  Best SMART TV UNDER 12000.

",5.0 out of 5 stars
Amazon Customer,"

  Till now a good product

",5.0 out of 5 stars
Emmadisetty K.,"

  I like very much my TV.

",5.0 out of 5 stars
Amazon Customer,"

  Picture Quality is good

",5.0 out of 5 stars
DAMODARAN,"

  Picture quality is good

",4.0 out of 5 stars
Anil Kumar Dhaman,"

  Ok sarvis  vu ledtv technician service better

",5.0 out of 5 stars
m.venkatesan,"

  VerydGood

",4.0 out of 5 stars
Jishi kumar,"

  Value for money

",5.0 out of 5 stars
PANKAJ T.,"

  Good experience

",4.0 out of 5 stars
Aditya,"

  Good experience

",4.0 out of 5 stars
Biswait Bhattacharjee,"

  Sound bars are not good. Output sound is bad.

",4.0 out of 5 stars
Kailash,"

  Good product writing this review after 5 months

",4.0 out of 5 stars
puppala Hanmanthu,"

  vu tv very good product and resonable price.

",5.0 out of 5 stars
Rachit Sharma,"

  Some applications stop working in between.

",3.0 out of 5 stars
Sachin jadhav,"

  Good product..

",4.0 out of 5 stars
Surendra,"

  It s very good quality product

",4.0 out of 5 stars
TE,"

  Voice recognition doesn't work

",5.0 out of 5 stars
Amazon Customer,"

  This tv is very user friendly.

",5.0 out of 5 stars
Dharmesh,"

  This tv is best at this price.

",5.0 out of 5 stars
Piyush,"

  Good quality product, very easy to use

",5.0 out of 5 stars
Mohd S.,"

  This is the good in this price segment

",5.0 out of 5 stars
Divesh J.,"

  Great Product Overall For A Good Price

",5.0 out of 5 stars
Sushant verlekar,"

  Good picture quality. Affordable rates

",5.0 out of 5 stars
lijo,"

  Very good in sound and picture clarity

",4.0 out of 5 stars
Jaya Prakash,"

  Excellent nice product

",5.0 out of 5 stars
francis,"

  It's very nice product

",5.0 out of 5 stars
Amazon Customer,"

  Picture quality Assume

",5.0 out of 5 stars
Abhishek Mishra,"

  Voice recognition not working.Tried many times but no success.

",5.0 out of 5 stars
Saket,"

  Nice product one can definitely go for it at this price range it is best.

",5.0 out of 5 stars
Balakrishnan B,"

  Outstanding quality of product

",5.0 out of 5 stars
Narendra Kumar,"

  Superb

",4.0 out of 5 stars
prince s.,"

  Superb

",5.0 out of 5 stars
Amazon Customer,"

  Very good tv. Value for money

",5.0 out of 5 stars
Omkar,"

  Absolutely value for money...

",5.0 out of 5 stars
Aneesh,"

  Voice recognition not working

",4.0 out of 5 stars
Kuppusamy,"

  Very good product for money..

",5.0 out of 5 stars
MILIND RELEKAR ,"

  Nice product and good service

",5.0 out of 5 stars
Parineeta,"

  Good TV with reasonable price

",5.0 out of 5 stars
Amazon Customer,"

  Voice recognition is not nice

",4.0 out of 5 stars
pooja,"

  Overall it's a good TV in this price.

",4.0 out of 5 stars
NARENDRA KUMAR MOHAPATRA,"

  Installation service is satisfactory.

",5.0 out of 5 stars
Divya,"

  Nice product.good service from amazon

",5.0 out of 5 stars
Venkatesan,"

  Excellent service and picture quality

",5.0 out of 5 stars
Santhosh goud,"

  I took 40 inches TV..  it was awesome

",5.0 out of 5 stars
Kindle Customer,"

  Cheap product with luxurious features

",5.0 out of 5 stars
Ravi Kant Verma,"

  Good quality product.

",5.0 out of 5 stars
Amazon Customer,"

  Over all good product

",5.0 out of 5 stars
Amazon Customer,"

  Nice voice experience

",5.0 out of 5 stars
Harshad,"

  The tv picture and sound quality is very good

",4.0 out of 5 stars
Viraj Rottela,"

  Graet product

",5.0 out of 5 stars
Sanjeev Kumar Verma,"

  Good.

",5.0 out of 5 stars
Geetanjali Sabherwal,"

  Great

",5.0 out of 5 stars
Sunil,"

  Super

",5.0 out of 5 stars
Richa Goyal,"

  Great

",5.0 out of 5 stars
Suamya singh,"

  Picture quality is very good

",5.0 out of 5 stars
Sahil naik,"

  It's awesomeShould buy

",5.0 out of 5 stars
Amazon Customer,"

  Must buy but 40 inch or more

",5.0 out of 5 stars
customer service representative is very good..,"

  Good products in these range

",5.0 out of 5 stars
sumit kumar,"

  Good 1 on this price segment

",4.0 out of 5 stars
Mahendra Singh,"

  Behtreen quality and clarity

",5.0 out of 5 stars
Venkateswararao,"

  Picture and sound clarity not much .

",5.0 out of 5 stars
Vardan Singh,"

  Great t.v in great price , best deal

",5.0 out of 5 stars
Ganesh Tiskar,"

  Value for money. Sound quality ok ok

",5.0 out of 5 stars
"Ashish kr,S/O-Ashok kr yadav","

  Yes

",5.0 out of 5 stars
Girish Agrawal,"

  Best TV to buy

",4.0 out of 5 stars
Amazon Customer,"

  Good product

",5.0 out of 5 stars
veeramani n,"

  Good quality

",4.0 out of 5 stars
Rajesh,"

  Nice tv good

",5.0 out of 5 stars
Amazon Customer,"

  Nice product

",5.0 out of 5 stars
¶®£〽,"

  Good product

",4.0 out of 5 stars
Shri nivas soni,"

  very good quality and service by vU👍

",4.0 out of 5 stars
MYLARIRAO.N Nmrao,"

  When the switch on display on is slow

",4.0 out of 5 stars
Bhagwan Singh Bothyal,"

  Best product in this price range.

",4.0 out of 5 stars
Kumar C.,"

  Amazing this product I like it

",5.0 out of 5 stars
Atharv Paks Swaroo,"

  Good

",5.0 out of 5 stars
Ashim Biswas,"

  Good

",3.0 out of 5 stars
Dilli krishna,"

  Good

",5.0 out of 5 stars
Selvaraj,"

  Nice

",5.0 out of 5 stars
Vikram Kapoor,"

  Good

",5.0 out of 5 stars
Anil,"

  Good

",5.0 out of 5 stars
